County,State,Num_Fam_Below_1.00x_FPL,Num_Fam_Below_1.50x_FPL,Num_Fam_Below_2.00x_FPL
VERNON,WI,834,1476,2233
VILAS,WI,589,1111,1940
WALWORTH,WI,1801,3276,5391
WASHBURN,WI,403,710,1109
WASHINGTON,WI,1178,2123,4542
WAUKESHA,WI,3454,6346,10752
WAUPACA,WI,1067,1912,2994
WAUSHARA,WI,440,927,1528
WINNEBAGO,WI,2626,5038,7893
WOOD,WI,1466,2766,4526
BARBOUR,WV,773,1212,1578
BERKELEY,WV,3018,4955,7290
BOONE,WV,1334,1952,2720
BRAXTON,WV,653,1181,1447
BROOKE,WV,549,1037,1427
CABELL,WV,3155,5126,6896
CALHOUN,WV,270,574,852
CLAY,WV,402,601,926
DODDRIDGE,WV,134,230,440
FAYETTE,WV,1823,3027,4442
GILMER,WV,192,388,611
GRANT,WV,252,702,956
GREENBRIER,WV,1251,2299,3212
HAMPSHIRE,WV,800,1315,1973
HANCOCK,WV,701,1552,2217
HARDY,WV,300,705,1271
HARRISON,WV,1941,3192,4569
JACKSON,WV,771,1521,2041
JEFFERSON,WV,1096,2094,3009
KANAWHA,WV,6477,10360,14828
LEWIS,WV,753,1207,1746
LINCOLN,WV,1027,1734,2291
LOGAN,WV,1900,3000,3937
MARION,WV,1824,3280,4619
MARSHALL,WV,932,1748,2640
MASON,WV,1112,1934,2728
MCDOWELL,WV,1428,2298,2960
MERCER,WV,2347,4040,5915
MINERAL,WV,905,1436,2205
MINGO,WV,1721,2554,3343
MONONGALIA,WV,1798,3041,4575
MONROE,WV,526,951,1558
MORGAN,WV,164,693,1223
NICHOLAS,WV,995,1672,2489
OHIO,WV,754,1539,2440
PENDLETON,WV,235,441,670
PLEASANTS,WV,248,458,630
POCAHONTAS,WV,229,473,723
PRESTON,WV,1014,1799,2641
PUTNAM,WV,1134,1905,3098
RALEIGH,WV,2876,4964,7652
RANDOLPH,WV,1001,1690,2441
RITCHIE,WV,299,533,801
ROANE,WV,569,1126,1665
SUMMERS,WV,670,1012,1376
TAYLOR,WV,514,947,1253
TUCKER,WV,169,321,553
TYLER,WV,218,371,624
UPSHUR,WV,1074,1664,2327
WAYNE,WV,1812,2705,3808
WEBSTER,WV,646,875,1237
WETZEL,WV,602,1008,1325
WIRT,WV,242,480,704
WOOD,WV,2950,5119,7440
WYOMING,WV,1106,1786,2605
ALBANY,WY,523,1155,1628
BIG HORN,WY,248,433,673
CAMPBELL,WY,1061,2033,2792
CARBON,WY,423,625,959
CONVERSE,WY,118,332,568
CROOK,WY,122,222,411
FREMONT,WY,872,1581,2644
GOSHEN,WY,334,595,824
HOT SPRINGS,WY,148,231,322
JOHNSON,WY,143,300,479
LARAMIE,WY,1870,3429,5244
LINCOLN,WY,273,632,1024
NATRONA,WY,1188,2419,4178
NIOBRARA,WY,108,167,264
PARK,WY,292,639,1174
PLATTE,WY,226,357,607
SHERIDAN,WY,254,770,1536
SUBLETTE,WY,138,240,477
SWEETWATER,WY,1087,1494,2225
TETON,WY,125,318,469
UINTA,WY,588,1120,1472
WASHAKIE,WY,184,325,465
WESTON,WY,255,352,469

